keyword,score
polish,0.4660991954068707
dashboard,0.36477328336189885
car,0.34450810095290446
dashboard polish,0.2634473713169269
leather,0.2026518240899438
00,0.14185627686296065
car polish,0.14185627686296065
conditioner,0.14185627686296065
leather conditioner,0.14185627686296065
wavex,0.14185627686296065
452,0.12159109445396628
452 00,0.12159109445396628
car dashboard,0.12159109445396628
conditioner protectant,0.12159109445396628
protectant,0.12159109445396628
wavex dashboard,0.12159109445396628
dashboard leather,0.1013259120449719
interior,0.08106072963597752
interiors,0.08106072963597752
00 452,0.06079554722698314
692,0.06079554722698314
fragrance,0.06079554722698314
plastic,0.06079554722698314
polish car,0.06079554722698314
polish leather,0.06079554722698314
protectant car,0.06079554722698314
protects,0.06079554722698314
00 subtotal,0.04053036481798876
10,0.04053036481798876
car interiors,0.04053036481798876
checkout,0.04053036481798876
cleaning,0.04053036481798876
components,0.04053036481798876
conditions,0.04053036481798876
convenient,0.04053036481798876
cost,0.04053036481798876
cost delivery,0.04053036481798876
date,0.04053036481798876
date order,0.04053036481798876
delivery,0.04053036481798876
delivery date,0.04053036481798876
dust,0.04053036481798876
finish,0.04053036481798876
great,0.04053036481798876
includes,0.04053036481798876
including,0.04053036481798876
including tax,0.04053036481798876
initial,0.04053036481798876
interior plastic,0.04053036481798876
leather vinyl,0.04053036481798876
options,0.04053036481798876
order,0.04053036481798876
order total,0.04053036481798876
payment,0.04053036481798876
plastic leather,0.04053036481798876
pleasant,0.04053036481798876
polish interior,0.04053036481798876
polish interiors,0.04053036481798876
protectant dashboard,0.04053036481798876
refreshing,0.04053036481798876
