keyword,score
tyre,0.2727272727272727
00,0.24242424242424243
tyres,0.24242424242424243
dresser,0.21212121212121213
270,0.18181818181818182
270 00,0.18181818181818182
spray,0.18181818181818182
use,0.15151515151515152
fading,0.12121212121212122
glossy,0.12121212121212122
greasy,0.12121212121212122
look,0.12121212121212122
non,0.12121212121212122
non greasy,0.12121212121212122
tyre spray,0.12121212121212122
tyres fading,0.12121212121212122
00 270,0.09090909090909091
324,0.09090909090909091
3m,0.09090909090909091
easy,0.09090909090909091
formula,0.09090909090909091
tyre dresser,0.09090909090909091
00 subtotal,0.06060606060606061
amazon,0.06060606060606061
apply,0.06060606060606061
attract,0.06060606060606061
attract dust,0.06060606060606061
car,0.06060606060606061
car tyre,0.06060606060606061
checkout,0.06060606060606061
cost,0.06060606060606061
cost delivery,0.06060606060606061
cracking,0.06060606060606061
date,0.06060606060606061
date order,0.06060606060606061
delivery,0.06060606060606061
delivery date,0.06060606060606061
designed,0.06060606060606061
designed rich,0.06060606060606061
does,0.06060606060606061
does attract,0.06060606060606061
dresser dry,0.06060606060606061
dresser formulation,0.06060606060606061
dresser tyre,0.06060606060606061
dry,0.06060606060606061
dust,0.06060606060606061
easy use,0.06060606060606061
fading cracking,0.06060606060606061
fading prevention,0.06060606060606061
foam,0.06060606060606061
foam spread,0.06060606060606061
formula makes,0.06060606060606061
formulation,0.06060606060606061
formulation helps,0.06060606060606061
glossy look,0.06060606060606061
glossy tyres,0.06060606060606061
greasy formula,0.06060606060606061
greasy tyre,0.06060606060606061
helps,0.06060606060606061
helps prevent,0.06060606060606061
