keyword,score
paint,0.3124533863539773
car,0.2083022575693182
gloss,0.2083022575693182
00,0.1822644753731534
car paint,0.1822644753731534
protection,0.1822644753731534
239,0.15622669317698865
239 00,0.15622669317698865
safe,0.15622669317698865
uv,0.15622669317698865
3m,0.13018891098082386
liquid,0.13018891098082386
uv protection,0.13018891098082386
clear,0.1041511287846591
liquid wax,0.1041511287846591
product,0.1041511287846591
restores,0.1041511287846591
surfaces,0.1041511287846591
use,0.1041511287846591
wax,0.1041511287846591
00 239,0.07811334658849432
520,0.07811334658849432
clear coats,0.07811334658849432
coats,0.07811334658849432
oxidation,0.07811334658849432
paint gloss,0.07811334658849432
premium,0.07811334658849432
premium liquid,0.07811334658849432
protect,0.07811334658849432
protects,0.07811334658849432
quality,0.07811334658849432
restore,0.07811334658849432
00 subtotal,0.05207556439232955
3m india,0.05207556439232955
barrier,0.05207556439232955
barrier car,0.05207556439232955
build,0.05207556439232955
build mud,0.05207556439232955
checkout,0.05207556439232955
clean,0.05207556439232955
clean polish,0.05207556439232955
cleans,0.05207556439232955
cleans polishes,0.05207556439232955
cost,0.05207556439232955
cost delivery,0.05207556439232955
cured,0.05207556439232955
cured paint,0.05207556439232955
date,0.05207556439232955
date order,0.05207556439232955
delivery,0.05207556439232955
delivery date,0.05207556439232955
durable,0.05207556439232955
ease,0.05207556439232955
effectiveness,0.05207556439232955
environment,0.05207556439232955
environment reducing,0.05207556439232955
finishes,0.05207556439232955
forms,0.05207556439232955
forms super,0.05207556439232955
formula,0.05207556439232955
