keyword,score
tyre,0.36607149342253503
car,0.268452428509859
polish,0.268452428509859
tyres,0.268452428509859
tyre polish,0.21964289605352103
00,0.170833363597183
groommm,0.170833363597183
349,0.146428597369014
349 00,0.146428597369014
greasy,0.12202383114084502
groommm tyre,0.12202383114084502
prevents,0.12202383114084502
shine,0.12202383114084502
black,0.09761906491267601
cracks,0.09761906491267601
dullness,0.09761906491267601
fading,0.09761906491267601
00 349,0.073214298684507
799,0.073214298684507
bike,0.073214298684507
car tyre,0.073214298684507
clean,0.073214298684507
cloth,0.073214298684507
cracks fading,0.073214298684507
dust,0.073214298684507
enhances,0.073214298684507
fading dullness,0.073214298684507
formula,0.073214298684507
instant,0.073214298684507
lasting,0.073214298684507
look,0.073214298684507
microfiber,0.073214298684507
microfiber cloth,0.073214298684507
non,0.073214298684507
non greasy,0.073214298684507
polish car,0.073214298684507
prevents cracks,0.073214298684507
shiner,0.073214298684507
spray,0.073214298684507
tyre shiner,0.073214298684507
00 subtotal,0.048809532456338005
500ml,0.048809532456338005
500ml car,0.048809532456338005
black glossy,0.048809532456338005
black shine,0.048809532456338005
car bike,0.048809532456338005
car enhances,0.048809532456338005
checkout,0.048809532456338005
cost,0.048809532456338005
cost delivery,0.048809532456338005
date,0.048809532456338005
date order,0.048809532456338005
delivery,0.048809532456338005
delivery date,0.048809532456338005
diy,0.048809532456338005
dresser,0.048809532456338005
glaze,0.048809532456338005
glossy,0.048809532456338005
glossy shine,0.048809532456338005
includes,0.048809532456338005
