keyword,score
00,0.2998470558146835
150,0.2570117621268716
150 00,0.2570117621268716
shine,0.21417646843905966
plastic,0.17134117475124774
00 150,0.1285058810634358
169,0.1285058810634358
lasting,0.1285058810634358
long,0.1285058810634358
long lasting,0.1285058810634358
quality,0.1285058810634358
00 subtotal,0.08567058737562387
brand,0.08567058737562387
checkout,0.08567058737562387
cost,0.08567058737562387
cost delivery,0.08567058737562387
dashboard,0.08567058737562387
date,0.08567058737562387
date order,0.08567058737562387
delivery,0.08567058737562387
delivery date,0.08567058737562387
grit,0.08567058737562387
includes,0.08567058737562387
including,0.08567058737562387
including tax,0.08567058737562387
initial,0.08567058737562387
interior,0.08567058737562387
lasting shine,0.08567058737562387
material,0.08567058737562387
material plastic,0.08567058737562387
options,0.08567058737562387
order,0.08567058737562387
order total,0.08567058737562387
payment,0.08567058737562387
plastic vinyl,0.08567058737562387
selected,0.08567058737562387
selected options,0.08567058737562387
sheeba,0.08567058737562387
shipping,0.08567058737562387
shipping cost,0.08567058737562387
shown,0.08567058737562387
shown checkout,0.08567058737562387
subtotal,0.08567058737562387
surfaces,0.08567058737562387
tax,0.08567058737562387
tax shown,0.08567058737562387
total,0.08567058737562387
total including,0.08567058737562387
use,0.08567058737562387
vinyl,0.08567058737562387
vinyl surfaces,0.08567058737562387
00 169,0.042835293687811936
00 includes,0.042835293687811936
169 00,0.042835293687811936
169 169,0.042835293687811936
169 material,0.042835293687811936
18,0.042835293687811936
18 centimeters,0.042835293687811936
200ml,0.042835293687811936
200ml use,0.042835293687811936
