keyword,score
wax,0.30110103182983894
shine,0.24088082546387113
00,0.21077072228088725
car,0.21077072228088725
249,0.18066061909790335
249 00,0.18066061909790335
turtle,0.18066061909790335
like,0.15055051591491947
turtle wax,0.15055051591491947
ceramic,0.12044041273193556
graphene,0.12044041273193556
paint,0.12044041273193556
00 249,0.09033030954895167
999,0.09033030954895167
application,0.09033030954895167
applied,0.09033030954895167
ceramic graphene,0.09033030954895167
hybrid,0.09033030954895167
hybrid solutions,0.09033030954895167
new,0.09033030954895167
paste,0.09033030954895167
product,0.09033030954895167
product car,0.09033030954895167
solutions,0.09033030954895167
wax hybrid,0.09033030954895167
00 subtotal,0.06022020636596778
applied turtle,0.06022020636596778
apply,0.06022020636596778
best,0.06022020636596778
best results,0.06022020636596778
bike,0.06022020636596778
car bike,0.06022020636596778
car wax,0.06022020636596778
checkout,0.06022020636596778
cost,0.06022020636596778
cost delivery,0.06022020636596778
date,0.06022020636596778
date order,0.06022020636596778
delivery,0.06022020636596778
delivery date,0.06022020636596778
durability,0.06022020636596778
includes,0.06022020636596778
including,0.06022020636596778
including tax,0.06022020636596778
initial,0.06022020636596778
lasting,0.06022020636596778
like new,0.06022020636596778
long,0.06022020636596778
long lasting,0.06022020636596778
look,0.06022020636596778
look like,0.06022020636596778
options,0.06022020636596778
order,0.06022020636596778
order total,0.06022020636596778
paste wax,0.06022020636596778
patent,0.06022020636596778
patent pending,0.06022020636596778
payment,0.06022020636596778
pending,0.06022020636596778
polish,0.06022020636596778
