keyword,score
paint,0.26078741450988513
car,0.2318110351198979
00,0.20283465572991066
gloss,0.20283465572991066
428,0.1738582763399234
428 00,0.1738582763399234
car paint,0.1738582763399234
3m,0.14488189694993617
cream,0.14488189694993617
safe,0.14488189694993617
wax,0.14488189694993617
cream wax,0.11590551755994895
protection,0.11590551755994895
restores,0.11590551755994895
surfaces,0.11590551755994895
00 428,0.0869291381699617
900,0.0869291381699617
product,0.0869291381699617
protects,0.0869291381699617
road,0.0869291381699617
shine,0.0869291381699617
uv,0.0869291381699617
00 subtotal,0.057952758779974474
220,0.057952758779974474
3m india,0.057952758779974474
barrier,0.057952758779974474
barrier car,0.057952758779974474
brand,0.057952758779974474
build,0.057952758779974474
build mud,0.057952758779974474
checkout,0.057952758779974474
clean,0.057952758779974474
clean polish,0.057952758779974474
cleans,0.057952758779974474
cleans polishes,0.057952758779974474
clear,0.057952758779974474
cost,0.057952758779974474
cost delivery,0.057952758779974474
cured,0.057952758779974474
cured paint,0.057952758779974474
date,0.057952758779974474
date order,0.057952758779974474
delivery,0.057952758779974474
delivery date,0.057952758779974474
durable,0.057952758779974474
environment,0.057952758779974474
environment reducing,0.057952758779974474
finishes,0.057952758779974474
forms,0.057952758779974474
forms super,0.057952758779974474
formula,0.057952758779974474
formula safe,0.057952758779974474
gloss car,0.057952758779974474
grime,0.057952758779974474
grime safe,0.057952758779974474
includes,0.057952758779974474
including,0.057952758779974474
including tax,0.057952758779974474
india,0.057952758779974474
india limited,0.057952758779974474
