keyword,score
car,0.4083660600582539
wax,0.3363014612244444
polish,0.2402153294460317
car wax,0.21619379650142853
00,0.1681507306122222
carnauba,0.1681507306122222
shine,0.1681507306122222
wavex,0.1681507306122222
685,0.14412919766761903
685 00,0.14412919766761903
car polish,0.12010766472301584
carnauba wax,0.12010766472301584
offers,0.09608613177841267
wax polish,0.09608613177841267
00 685,0.07206459883380952
168,0.07206459883380952
amazon,0.07206459883380952
bank,0.07206459883380952
includes,0.07206459883380952
polish car,0.07206459883380952
product,0.07206459883380952
water,0.07206459883380952
wavex carnauba,0.07206459883380952
wax car,0.07206459883380952
00 subtotal,0.048043065889206336
bank credit,0.048043065889206336
car paint,0.048043065889206336
card,0.048043065889206336
carnauba car,0.048043065889206336
checkout,0.048043065889206336
chrome,0.048043065889206336
chrome components,0.048043065889206336
components,0.048043065889206336
cost,0.048043065889206336
cost delivery,0.048043065889206336
credit,0.048043065889206336
credit card,0.048043065889206336
customer,0.048043065889206336
date,0.048043065889206336
date order,0.048043065889206336
delivery,0.048043065889206336
delivery date,0.048043065889206336
details,0.048043065889206336
emi,0.048043065889206336
finish,0.048043065889206336
good,0.048043065889206336
headlights,0.048043065889206336
headlights chrome,0.048043065889206336
high,0.048043065889206336
high shine,0.048043065889206336
including,0.048043065889206336
including tax,0.048043065889206336
initial,0.048043065889206336
inr,0.048043065889206336
item,0.048043065889206336
items,0.048043065889206336
non,0.048043065889206336
options,0.048043065889206336
order,0.048043065889206336
order total,0.048043065889206336
