keyword,score
car,0.32221296812463285
00,0.24165972609347464
dashboard,0.18795756473936914
425,0.16110648406231642
425 00,0.16110648406231642
look,0.16110648406231642
new,0.16110648406231642
3m,0.13425540338526368
gloss,0.13425540338526368
glossy,0.13425540338526368
easy,0.10740432270821094
greasy,0.10740432270821094
interiors,0.10740432270821094
non,0.10740432270821094
non greasy,0.10740432270821094
plastic,0.10740432270821094
pleasant,0.10740432270821094
00 425,0.08055324203115821
500,0.08055324203115821
820,0.08055324203115821
brand,0.08055324203115821
car dashboard,0.08055324203115821
car interiors,0.08055324203115821
dashboard dresser,0.08055324203115821
dresser,0.08055324203115821
fading,0.08055324203115821
formulation,0.08055324203115821
item,0.08055324203115821
protection,0.08055324203115821
rays,0.08055324203115821
rays fading,0.08055324203115821
restores,0.08055324203115821
restores gloss,0.08055324203115821
shine,0.08055324203115821
spray,0.08055324203115821
surface,0.08055324203115821
use,0.08055324203115821
uv,0.08055324203115821
uv rays,0.08055324203115821
00 subtotal,0.05370216135410547
3m car,0.05370216135410547
amazon,0.05370216135410547
brand 3m,0.05370216135410547
car dashboards,0.05370216135410547
car plastic,0.05370216135410547
checkout,0.05370216135410547
cost,0.05370216135410547
cost delivery,0.05370216135410547
dashboards,0.05370216135410547
dashboards door,0.05370216135410547
date,0.05370216135410547
date order,0.05370216135410547
delivery,0.05370216135410547
delivery date,0.05370216135410547
diy,0.05370216135410547
diy formulation,0.05370216135410547
door,0.05370216135410547
door panels,0.05370216135410547
dresser spray,0.05370216135410547
easy diy,0.05370216135410547
