keyword,score
00,0.24580324552721824
869,0.21068849616618707
869 00,0.21068849616618707
finish,0.1755737468051559
tyre,0.1755737468051559
application,0.1404589974441247
deep,0.1404589974441247
lasting,0.1404589974441247
look,0.1404589974441247
protection,0.1404589974441247
shine,0.1404589974441247
00 869,0.10534424808309353
499,0.10534424808309353
dirt,0.10534424808309353
dresser,0.10534424808309353
non,0.10534424808309353
shiner,0.10534424808309353
tyre shiner,0.10534424808309353
00 subtotal,0.07022949872206236
brand,0.07022949872206236
buy,0.07022949872206236
checkout,0.07022949872206236
cost,0.07022949872206236
cost delivery,0.07022949872206236
date,0.07022949872206236
date order,0.07022949872206236
deep glossy,0.07022949872206236
delivery,0.07022949872206236
delivery date,0.07022949872206236
dirt fading,0.07022949872206236
dresser instantly,0.07022949872206236
dullness,0.07022949872206236
dullness dirt,0.07022949872206236
elevate,0.07022949872206236
elevate vehicle,0.07022949872206236
experience,0.07022949872206236
experience showroom,0.07022949872206236
fading,0.07022949872206236
fading experience,0.07022949872206236
finish providing,0.07022949872206236
glossy,0.07022949872206236
glossy finish,0.07022949872206236
greasy,0.07022949872206236
grit,0.07022949872206236
includes,0.07022949872206236
including,0.07022949872206236
including tax,0.07022949872206236
initial,0.07022949872206236
instantly,0.07022949872206236
instantly restores,0.07022949872206236
item,0.07022949872206236
just,0.07022949872206236
lasting protection,0.07022949872206236
long,0.07022949872206236
long lasting,0.07022949872206236
look premium,0.07022949872206236
non greasy,0.07022949872206236
options,0.07022949872206236
order,0.07022949872206236
order total,0.07022949872206236
